return-date	order-id	sku	asin	fnsku	product-name	quantity	fulfillment-center-id	detailed-disposition	reason	status	license-plate-number	customer-comments
2025-03-25T22:44:42-07:00	114-4965073-4828227	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TEN1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDT5359235	
2025-03-25T20:17:12-07:00	113-2110971-5697057	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDW6332438	
2025-03-25T19:24:22-07:00	112-1729861-5980254	G24267-1A-Cream-5x7-US-V1	B0DBYX9CK6	X004CCOSNN	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Colorful Vintage Traditional Floral Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	LEX1	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory	LPNNB5RG2NTQH	Too thin and wouldn&#39;t lay out very well.
2025-03-25T18:21:37-07:00	113-0231235-2499442	G24268-7-Black-3x5-US-V1	B0DBYP9F11	X004CCTLNZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	LEX2	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNL4GL8Q4H4	The color does not reflect description
2025-03-25T11:55:49-07:00	112-7299613-8600219	N1338-7-Grey-8x10-US-V1	B0DQ8FXRDX	X004HY8QCP	LUXRUG Washable Area Rug 8x10 - Large Grey Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	SDF6	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNK45Z6P2HW	
2025-03-25T09:26:41-07:00	113-1838967-7361857	G24268-7-Black-3x5-US-V1	B0DBYP9F11	X004CCTLNZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	LAS2	SELLABLE	APPAREL_TOO_LARGE	Unit returned to inventory	LPNPMDI0950514	Too large
2025-03-25T08:30:25-07:00	114-2933262-8106629	N1338-2-Pink-3x5-US-V1	B0DBYLGSS5	X004CCUYSV	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Pink Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LAS2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDK2059463	Ordered two
2025-03-25T08:05:36-07:00	111-1612268-1994631	G24136-7-Beige-6x9-US-V1	B0DBYW49QF	X004CCYGD5	LUXRUG 6x9 Area Rug - Large Modern Abstract Washable Non-Slip Beige Stain Resistant Living Room Rug Geometric Low-Pile Soft Floor Carpet for Bedroom Dining Room Office Nursery Home Decor	1	LEX2	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNB5Z8JFDF5	It does not look like the photo.
2025-03-25T06:28:38-07:00	112-3479078-7889049	G24267-5-Green-8x10-US-V1	B0DBVM69Y6	X004CBGGHP	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDP2378964	The color did not work in the space
2025-03-25T01:49:09-07:00	112-5604716-1975405	G24268-7-Black-3x5-US-V1	B0DBYP9F11	X004CCTLNZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	PGA1	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNAC363914866	Way too wrinkled and thin
2025-03-24T22:47:28-07:00	113-3063616-1024205	G24267-1A-Cream-9x12-US-V1	B0DBYZ1P1H	X004CCPQYD	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Colorful Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNA546YX64G	Product looks different then online
2025-03-24T18:38:56-07:00	114-7997014-5764208	G24267-1A-Cream-6x9-US-V1	B0DBYV567L	X004CCKPG7	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Colorful Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	LEX1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNB5J2XPXXP	
2025-03-24T17:43:51-07:00	111-3355204-1670637	amzn.gr.G24267-5-Green-3x5-US--mrQDsJ-LN	B0DBVPWW8F	X004K8IOCF	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO323290050	Hgffunv
2025-03-24T13:23:03-07:00	113-5187440-9570614	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LAS2	SELLABLE	APPAREL_TOO_LARGE	Unit returned to inventory	LPNPMDG4467599	Bigger than I wanted
2025-03-24T13:01:06-07:00	113-5964803-9783449	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LEX1	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory	LPNNB5PHD6BGT	
2025-03-24T07:52:00-07:00	113-2022592-9860234	N1338-7-Grey-5x7-US-V1	B0DQ8PNQMC	X004HYC8T7	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Grey Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	PHX6	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNO324378489	
2025-03-24T07:35:40-07:00	112-9198795-7673834	G24268-7-Black-8x10-US-V1	B0DBY8NGRN	X004CCN1OF	LUXRUG Washable Area Rug 8x10 - Large Charcoal Black Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	HOU3	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDN6854181	
2025-03-23T21:55:09-07:00	114-1628522-4703458	G24267-5-Green-3x5-US-V1	B0DBVPWW8F	X004CBBSFZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	CHA1	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNA5SRGFGT5	Too much blue shade in carpet expecting more greens
2025-03-23T20:51:19-07:00	112-6426874-6542625	G24268-1A-Cream-3x5-US-V1	B0DBYY5XMP	X004CCKR6P	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Colorful Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	LAS2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDU7801137	
2025-03-23T15:38:49-07:00	112-7620723-0181036	N1338-3-Sage Green-9x12-US-V1	B0DBZ4M9KK	X004CCV07F	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDK7456620	
2025-03-23T10:31:32-07:00	113-3535596-2051442	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDT3433734	Liked the other one
2025-03-23T08:40:30-07:00	114-4872559-2107431	G24268-7-Black-3x5-US-V1	B0DBYP9F11	X004CCTLNZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	PHX6	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO330071078	No longer need
2025-03-22T15:35:21-07:00	112-4283968-2198665	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	NO_REASON_GIVEN	Unit returned to inventory	LPNNA588H5LMH	
2025-03-22T13:07:10-07:00	114-3949129-2017814	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	SELLABLE	MISSED_ESTIMATED_DELIVERY	Unit returned to inventory	LPNPMDG5161305	Na
2025-03-22T11:13:59-07:00	114-3887059-8745833	N1338-2-Pink-8x10-US-V1	B0DBZ1H9PP	X004CCRGUP	LUXRUG Washable Area Rug 8x10 - Large Pink Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	SDF6	CUSTOMER_DAMAGED	APPAREL_TOO_LARGE	Unit returned to inventory	LPNND45PM37RY	
2025-03-22T11:06:54-07:00	113-9508590-0390661	G24267-2-Beige-9x12-US-V1	B0DBVN24HV	X004CBJR4J	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNA5Q93RSTR	Not as pictured
2025-03-22T06:09:27-07:00	112-5280002-4009867	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	X004CCUZEJ	LUXRUG 6x9 Area Rug - Large Modern Abstract Washable Non-Slip Sage Green Stain Resistant Living Room Rug Rainbow Low-Pile Soft Floor Carpet for Bedroom Dining Room Office Nursery	1	TEN1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDW9467238	
2025-03-22T05:20:20-07:00	111-2849185-0974601	G24136-7-Beige-8x10-US-V1	B0DBZ3PDH4	X004CD1IJ9	LUXRUG Washable Area Rug 8x10 - Large Beige Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TEN1	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDS1261082	Differences between screens and colors
2025-03-22T02:20:46-07:00	111-6012178-2095427	amzn.gr.G24267-2-Beige-3x5-US--CWml6T-LN	B0DBVM2KQN	X004HVABXZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	IAH1	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNAC275541040	Does mot match other decor.
2025-03-21T22:59:59-07:00	112-7250018-9757855	G24267-1A-Cream-9x12-US-V1	B0DBYZ1P1H	X004CCPQYD	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Colorful Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	HOU3	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNPMDQ0633176	
2025-03-21T15:53:35-07:00	114-3892333-5765010	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNNA5253838L	
2025-03-21T12:19:22-07:00	111-0592576-8244266	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LEX2	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNNL4N2YYZ5X	
2025-03-21T10:18:34-07:00	112-1871301-4569835	N1338-3-Sage Green-5x7-US-V1	B0DBYV7V8N	X004CCZH29	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	FAR1	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNAC898790058	
2025-03-21T08:14:17-07:00	114-0515928-0997011	G24267-1A-Cream-9x12-US-V1	B0DBYZ1P1H	X004CCPQYD	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Colorful Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNNA5DTWMV7D	
2025-03-21T08:08:10-07:00	111-7970338-6426617	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	X004CCTMV1	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	TUS1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDF2141453	
2025-03-21T07:57:53-07:00	111-0928031-3262650	G24268-1A-Cream-3x5-US-V1	B0DBYY5XMP	X004CCKR6P	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Colorful Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	IND8	DEFECTIVE	SWITCHEROO	Unit returned to inventory	LPNO324672737	Wrong color and pattern
2025-03-21T07:49:07-07:00	111-4803165-3575466	N1338-2-Pink-3x5-US-V1	B0DBYLGSS5	X004CCUYSV	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Pink Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	IND8	CUSTOMER_DAMAGED	APPAREL_TOO_LARGE	Unit returned to inventory	LPNO323143323	
2025-03-21T07:48:45-07:00	114-5911366-5111462	N1338-7-Grey-6x9-US-V1	B0DQ8CQ71N	X004HYB00F	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Grey Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Classroom Nursery Room	1	LEX2	CUSTOMER_DAMAGED	APPAREL_TOO_SMALL	Unit returned to inventory	LPNNB5GJKCVTS	
2025-03-21T04:35:00-07:00	113-9286034-7781002	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	LEX2	SELLABLE	NO_REASON_GIVEN	Unit returned to inventory	LPNNB53M1GMDQ	
2025-03-21T03:49:46-07:00	112-4809288-1525003	G24267-2-Beige-6x9-US-V1	B0DBVM7S5P	X004CBGGCF	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	TUS1	CUSTOMER_DAMAGED	APPAREL_TOO_SMALL	Unit returned to inventory	LPNPMDF5207452	
2025-03-20T21:55:01-07:00	112-0720423-0956239	G24136-7-Beige-5x7-US-V1	B0DBZ76XQH	X004CCX8F7	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Beige Modern Abstract Geometric Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	EWR7	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNRRIZ6685173	
2025-03-20T20:49:27-07:00	111-3790321-2628231	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LAS2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory	LPNPMDV3067586	Flimsy
2025-03-20T20:49:27-07:00	111-3790321-2628231	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LAS2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory	LPNPMDV3067576	Flimsy
2025-03-20T18:57:09-07:00	113-6014665-1921051	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	PCA1	CUSTOMER_DAMAGED	SWITCHEROO	Unit returned to inventory	LPNPMDS8939949	
2025-03-20T16:25:38-07:00	113-9973332-0975401	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	PGA1	DEFECTIVE	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNAC132132919	wrong color
2025-03-20T15:48:29-07:00	114-7133329-3815420	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	PCA1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDE9360924	
2025-03-20T10:03:47-07:00	114-4045506-2441840	G24268-7-Black-9x12-US-V1	B0DBYYXW44	X004CCKRQF	LUXRUG Area Rugs 9x12 Living Room - Large Washable Charcoal Black Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNA5BKYB4VR	
2025-03-20T09:58:48-07:00	114-7170567-4505823	G24268-7-Black-3x5-US-V1	B0DBYP9F11	X004CCTLNZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	PGA1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNAC230012960	
2025-03-20T08:55:31-07:00	111-7349307-1529815	G24136-7-Beige-3x5-US-V1	B0DBZ697XG	X004CCV651	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Beige Abstract Geometric Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO323423822	Don’t like
2025-03-20T06:25:08-07:00	112-1415133-6846650	G24267-5-Green-6x9-US-V1	B0DBVJDNXF	X004CBJR85	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	PGA1	SELLABLE	NO_REASON_GIVEN	Unit returned to inventory	LPNAC816684809	
2025-03-20T05:13:32-07:00	111-2223846-1784206	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	X004CCUZEJ	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	TEN1	CUSTOMER_DAMAGED	APPAREL_TOO_SMALL	Unit returned to inventory	LPNPMDS3905913	
2025-03-19T20:59:48-07:00	112-8971215-5434627	G24268-1A-Cream-3x5-US-V1	B0DBYY5XMP	X004CCKR6P	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Colorful Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	LAS2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory	LPNPMDU0477294	Too fake looking
2025-03-19T20:01:50-07:00	112-4438430-1294662	G24267-2-Beige-9x12-US-V1	B0DBVN24HV	X004CBJR4J	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	MISSING_PARTS	Unit returned to inventory	LPNNA5KCHX2YT	
2025-03-19T19:01:00-07:00	112-6144888-6941046	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	SDF6	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNH4KMGCSZ2	Colors were a bit off
2025-03-19T12:14:39-07:00	114-4140870-7057834	G24136-7-Beige-8x10-US-V1	B0DBZ3PDH4	X004CD1IJ9	LUXRUG Washable Area Rug 8x10 - Large Beige Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNPMDF5357575	
2025-03-19T11:04:37-07:00	112-0316067-7025030	G24267-1A-Cream-5x7-US-V1	B0DBYX9CK6	X004CCOSNN	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Colorful Vintage Traditional Floral Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	DSM5	SELLABLE	NEVER_ARRIVED	Unit returned to inventory	LPNO060455819	
2025-03-19T10:37:40-07:00	114-9429464-3716263	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	X004CCRHBX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	IND8	CARRIER_DAMAGED	UNWANTED_ITEM	Reimbursed	LPNO326207808	
2025-03-19T06:51:21-07:00	113-2412352-3753004	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNNA5D8LDNSP	
2025-03-19T04:17:58-07:00	111-6760246-2168237	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	SDF6	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNND49XQ3L33	
2025-03-19T00:27:34-07:00	113-9691387-6181808	G24268-1A-Cream-3x5-US-V1	B0DBYY5XMP	X004CCKR6P	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Colorful Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	LEX2	CUSTOMER_DAMAGED	MISSING_PARTS	Unit returned to inventory	LPNNL43Q4JT68	
2025-03-18T22:24:29-07:00	113-6613510-2477856	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNA5HV6QFSN	Color not as expected
