return-date	order-id	sku	asin	fnsku	product-name	quantity	fulfillment-center-id	detailed-disposition	reason	status	license-plate-number	customer-comments
2025-02-05T21:18:29-08:00	114-6225375-1653827	G24267-2-Beige-9x12-US-V1	B0DBVN24HV	X004CBJR4J	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNH4XFYJ8JY	Too big for washer
2025-02-05T21:03:01-08:00	112-0365933-4562655	G24267-5-Green-8x10-US-V1	B0DBVM69Y6	X004CBGGHP	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNNH4DV9243Y	
2025-02-05T18:19:50-08:00	112-5131522-1157029	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNPMDM9063801	
2025-02-05T09:52:02-08:00	111-4310198-6458635	G24268-1A-Cream-3x5-US-V1	B0DBYY5XMP	X004CCKR6P	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Colorful Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	CHA1	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNNA5LKR5GH4	
2025-02-05T09:09:48-08:00	114-0273380-7593058	G24268-7-Black-3x5-US-V1	B0DBYP9F11	X004CCTLNZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	IAH1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNAC440334799	Not suitable
2025-02-05T07:28:34-08:00	113-3054679-0465057	G24267-1A-Cream-5x7-US-V1	B0DBYX9CK6	X004CCOSNN	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Colorful Vintage Traditional Floral Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	IAH1	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNAC162793969	
2025-02-05T05:13:17-08:00	112-3749513-0999427	G24267-5-Green-8x10-US-V1	B0DBVM69Y6	X004CBGGHP	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDN3634056	
2025-02-04T19:30:08-08:00	114-8170059-4385029	G24267-2-Beige-3x5-US-V1	B0DBVM2KQN	X004CBBRXX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO284594670	Too small for our room.
2025-02-04T19:11:52-08:00	111-0584565-7454636	N1338-1-Orange-9x12-US-V1	B0DBZ56PC3	X004CCV06L	LUXRUG Area Rugs 9x12 Living Room - Large Washable Orange Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	CVG2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNH4ZNKWMLN	Doesn’t fit
2025-02-04T11:50:20-08:00	113-8869155-8824253	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	X004CCTMV1	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	MCI7	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNO237474859	
2025-02-04T09:48:58-08:00	111-3885675-2600212	G24267-1A-Cream-9x12-US-V1	B0DBYZ1P1H	X004CCPQYD	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Colorful Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	HOU3	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDN2250292	
2025-02-04T07:05:29-08:00	112-0385936-0942637	N1338-1-Orange-5x7-US-V1	B0DBYYVZMX	X004CCZFYJ	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	LEX1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNK4LKYZJX5	no longer needed
2025-02-03T23:32:07-08:00	114-5383770-9655466	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNH4FFY4863	
2025-02-03T23:12:33-08:00	113-2464483-9793019	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	TEN1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDN1899244	
2025-02-03T22:43:48-08:00	111-6424205-6685827	N1338-1-Orange-9x12-US-V1	B0DBZ56PC3	X004CCV06L	LUXRUG Area Rugs 9x12 Living Room - Large Washable Orange Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	CVG2	SELLABLE	DEFECTIVE	Unit returned to inventory	LPNNH4XF9VJLF	Quality not as expected
2025-02-03T14:15:22-08:00	111-3647953-7818663	G24267-5-Green-3x5-US-V1	B0DBVPWW8F	X004CBBSFZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	PHX6	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNO291350432	Too big for space. I will order correct size now. Beautiful rug.
2025-02-03T11:03:23-08:00	113-7656980-9876264	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNH4DMCBGC7	
2025-02-03T05:04:00-08:00	113-7656980-9876264	G24267-5-Green-6x9-US-V1	B0DBVJDNXF	X004CBJR85	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	CHA1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNA5LDSK63S	
2025-02-03T04:41:07-08:00	113-3817800-6935437	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	CHA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNA53F9L9GW	Color Does not work in the room.
2025-02-03T01:19:09-08:00	114-5872663-4945022	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	X004CCRHBX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	MEM3	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNJ4X8K1T5Q	Too big for the space
2025-02-02T23:46:52-08:00	113-8017432-6565032	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	X004CCTMV1	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	TUS1	CUSTOMER_DAMAGED	UNAUTHORIZED_PURCHASE	Unit returned to inventory	LPNPMDE8748166	
2025-02-02T21:57:21-08:00	114-4420957-1029069	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	SDF6	DEFECTIVE	SWITCHEROO	Unit returned to inventory	LPNNK49FZ8KC2	This is not the correct rug. I ordered the sage green one!
2025-02-02T21:30:31-08:00	114-0394361-8465859	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDN7469924	
2025-02-02T20:23:46-08:00	114-6135344-7569050	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	X004CCUZEJ	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	TUS1	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNPMDN6637923	Rug was to big for the area it needed to cover
2025-02-02T14:25:16-08:00	701-3523600-2326612	G24136-13-Grey-5x7-US-V1	B0DBYZM1X6	X004CCV52P	LUXRUG - Alfombra lavable de 5 x 7 pulgadas, alfombra bohemia para sala de estar, suave y resistente a las manchas, color gris carbón, moderna abstracta geométrica para comedor, alfombra interior para	1	LAS2	SELLABLE	NOT_COMPATIBLE	Unit returned to inventory	LPNPMDJ5479393	el gris es demasiado oscuro para el espacio
2025-02-02T10:35:46-08:00	114-0611429-3311448	G24267-4-Pink-8x10-US-V1	B0DBVMDM69	X004CBGG75	LUXRUG Washable Area Rug 8x10 - Large Pink Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	SDF6	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNK4ZHGDFP4	
2025-02-02T06:01:07-08:00	111-0582763-0126615	G24267-5-Green-5x7-US-V1	B0DBVNT5V3	X004CBGERR	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	MEM3	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNL4YCGB28P	Color does not match
2025-02-02T05:12:30-08:00	113-1637890-7216213	G24267-1A-Cream-5x7-US-V1	B0DBYX9CK6	X004CCOSNN	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Colorful Vintage Traditional Floral Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	EWR7	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNRRIX2170309	
2025-02-02T04:25:02-08:00	112-0853187-7425032	G24136-7-Beige-5x7-US-V1	B0DBZ76XQH	X004CCX8F7	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Beige Modern Abstract Geometric Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	IND8	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNO310098615	Rug is too thin and not quality I am looking for.
2025-02-01T22:52:32-08:00	114-2065607-6592248	G24267-2-Beige-5x7-US-V1	B0DBVNXDMY	X004CBJOSX	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	FAR1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNAC011420910	
2025-02-01T22:01:57-08:00	112-7800835-1479427	G24267-5-Green-8x10-US-V1	B0DBVM69Y6	X004CBGGHP	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNPMDG6692143	
2025-02-01T10:56:23-08:00	112-4118226-9409022	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDM6146106	Box open but not plastic that the item is wrapped in
2025-02-01T06:11:40-08:00	114-1973543-0515408	G24136-7-Beige-8x10-US-V1	B0DBZ3PDH4	X004CD1IJ9	LUXRUG Washable Area Rug 8x10 - Large Beige Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNK4LNND3K2	
2025-02-01T00:49:47-08:00	111-1458677-3307446	N1338-1-Orange-5x7-US-V1	B0DBYYVZMX	X004CCZFYJ	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	LEX2	SELLABLE	UNAUTHORIZED_PURCHASE	Unit returned to inventory	LPNNL4Y7S9J1L	wrong size too big for my space
2025-01-31T21:13:07-08:00	112-6344967-4934649	G24267-5-Green-5x7-US-V1	B0DBVNT5V3	X004CBGERR	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	CHA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNA5QXJ36W8	We laid it out in our room and realized we wanted a little bigger size. Going to reorder in a different size
2025-01-31T17:07:58-08:00	114-7883325-7591468	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LEX1	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNK4NQ73CSK	Color doesn’t match description
2025-01-31T13:25:54-08:00	111-9974936-7477812	G24267-2-Beige-5x7-US-V1	B0DBVNXDMY	X004CBJOSX	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Vintage Oriental Farmhouse Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	PHX6	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNRRHG0888393	Very blue not very neutral like described
2025-01-31T10:49:30-08:00	113-8128607-4234664	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	CVG2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNH4KZ87PSR	
2025-01-31T10:48:54-08:00	113-3817800-6935437	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	CHA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNL45SHNMM9	Color Does not work in the room.
2025-01-31T05:45:40-08:00	114-8945729-8844245	G24267-2-Beige-9x12-US-V1	B0DBVN24HV	X004CBJR4J	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	MCI7	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO241178218	The rug was too large for our space
2025-01-31T04:54:40-08:00	114-4687138-9616201	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	CVG2	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNNH4NZXSJ9H	Bought2 by mistake
2025-01-30T21:40:23-08:00	114-3268675-6832221	N1338-1-Orange-5x7-US-V1	B0DBYYVZMX	X004CCZFYJ	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	TUS1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMAX4387106	Product was too small for the space
2025-01-30T20:53:48-08:00	111-3335224-4081003	G24267-5-Green-8x10-US-V1	B0DBVM69Y6	X004CBGGHP	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TUS1	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDF2298126	Not the color expected
2025-01-30T20:17:00-08:00	111-7067850-4273028	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	X004CCRHBX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO297028389	Thinner than expected
2025-01-30T18:42:33-08:00	114-7881892-5117046	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	X004CBDMCH	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	HOU3	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMBE7129169	Found another rug at local store
2025-01-30T14:30:27-08:00	114-7452198-2019419	G24136-7-Beige-9x12-US-V1	B0DBZ767W8	X004CCZOYP	LUXRUG Area Rugs 9x12 Living Room - Large Washable Beige Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	HOU3	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNAC282247511	
2025-01-29T12:30:10-08:00	113-4508192-7349863	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	IND8	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNO286079103	
2025-01-29T12:06:50-08:00	114-5099233-5750601	G24136-13-Grey-8x10-US-V1	B0DBYW12W5	X004CD1NDP	LUXRUG Washable Area Rug 8x10 - Large Charcoal Grey Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMAX6820582	
2025-01-29T10:59:08-08:00	113-8119274-5094652	N1338-3-Sage Green-5x7-US-V1	B0DBYV7V8N	X004CCZH29	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	PGA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNAC474316110	Quality wasn’t what I expected.
2025-01-29T07:16:01-08:00	111-4733995-4237854	G24268-7-Black-9x12-US-V1	B0DBYYXW44	X004CCKRQF	LUXRUG Area Rugs 9x12 Living Room - Large Washable Charcoal Black Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	CVG2	DEFECTIVE	SWITCHEROO	Unit returned to inventory	LPNNH4F8G8XZR	I ordered two identical rugs and received one that was correct and the other is completely different- wrong color and pattern (green is wrong - I ordered charcoal)
2025-01-29T05:10:37-08:00	113-0794763-7690642	G24267-1A-Cream-5x7-US-V1	B0DBYX9CK6	X004CCOSNN	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Colorful Vintage Traditional Floral Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	CHA1	CUSTOMER_DAMAGED	DAMAGED_BY_FC	Unit returned to inventory	LPNNL4BG7TY4C	
2025-01-29T02:30:14-08:00	114-5439049-0953039	G24267-2-Beige-9x12-US-V1	B0DBVN24HV	X004CBJR4J	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TUS1	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNPMCC0053646	
2025-01-28T23:41:36-08:00	114-0624122-9776244	G24267-1A-Cream-6x9-US-V1	B0DBYV567L	X004CCKPG7	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Colorful Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	MEM3	SELLABLE	UNAUTHORIZED_PURCHASE	Unit returned to inventory	LPNNL46Q63PDC	it said it was not shipping.  I called customer services   they cancelled the item and then I reordered it.  one was delivered on Sunday and the cancelled one was delivered today.  So now I have two   Cancelling this one and sending back
2025-01-28T17:32:46-08:00	111-5495014-0465823	N1338-3-Sage Green-5x7-US-V1	B0DBYV7V8N	X004CCZH29	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	PHX6	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNO295695055	
2025-01-28T17:27:13-08:00	113-5924130-7545843	G24136-7-Beige-8x10-US-V1	B0DBZ3PDH4	X004CD1IJ9	LUXRUG Washable Area Rug 8x10 - Large Beige Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	LEX2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNK47ZZSVDC	
2025-01-28T11:28:51-08:00	114-5164377-1837841	G24136-7-Beige-8x10-US-V1	B0DBZ3PDH4	X004CD1IJ9	LUXRUG Washable Area Rug 8x10 - Large Beige Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	LEX1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNK4WDMR7XZ	
2025-01-28T09:23:10-08:00	113-9266989-8182620	G24136-13-Grey-3x5-US-V1	B0DBZGGRRH	X004CCX6XB	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Grey Abstract Geometric Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO305949518	
2025-01-28T07:24:55-08:00	112-8942277-3271442	N1338-1-Orange-5x7-US-V1	B0DBYYVZMX	X004CCZFYJ	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	LEX2	CUSTOMER_DAMAGED	MISSED_ESTIMATED_DELIVERY	Unit returned to inventory	LPNNL4J2985M2	
2025-01-28T06:27:05-08:00	114-6076316-4430644	G24268-7-Black-8x10-US-V1	B0DBY8NGRN	X004CCN1OF	LUXRUG Washable Area Rug 8x10 - Large Charcoal Black Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	HOU3	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMAX2894002	
2025-01-28T05:03:25-08:00	114-5086239-7200227	G24267-5-Green-3x5-US-V1	B0DBVPWW8F	X004CBBSFZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO303275384	We set the rug out by our patio door to take a look. It was snowing when my husband came in, so it did get a tiny bit of snow on it.
